id,name,source_id
"8205","Mark Tipton","142"
"8221","Jonathon Harrelson","142"
"8225","Jessy Donston","142"
"8246","Karen Azeez","142"
"8256","Peter Turner","142"
"8273","Logan Christopher","142"
"8280","Stewart Willis","142"
"8287","Christina Wake","142"
"8289","Sam Billings","142"
"8298","Julie Bernier","142"
"8302","Traci Knight","142"
"8327","Puya Turkiyan","142"
"8354","Satyajit Seal","142"
"8358","Jana Rookard","142"
"16342","Lisa  Nainggolan","167"
"16370","Nkeiruka Orajiaka","165"
"16384","By Vivian Wang, Austin Ramzy and Megan Specia","201"
"16385","Samuel Mackenzie Md Karen Asp Ashley Mateo Meryl Davids Landau","170"
"16392","Malfunctioning Insulin Pumps That Are Now Part Of A Federal Recall.","167"
"16397","By Stacey Zapalac","201"
"16415","By Susan Shain","201"
"16423","By Anupam B. Jena and Andrew R. Olenski","201"
"16433","By Tariro Mzezewa and Sarah Firshein","201"
"16438","Sandra Gordon Don Rauf Jennifer Warner Brooke Bogdan Julie Stewart","170"
"16452","Douglas Krakower and Kenneth Katz and Julia L. Marcus","165"
"16457","Don Rauf Avery Miles Sandra Gordon Jennifer Warner","170"
"16475","By Michael Corkery","201"
"16482","By Jim Tankersley and Thomas Kaplan","201"
"8367","David Williams","145"
"8368","Mariah Dolan","142"
"8372","Josh Brisbane","142"
"8385","Dodie Smith","142"
"8386","Andrew Martin","142"
"8391","Melissa Mann","142"
"8401","Dave Asprey","142"
"8403","James Jacobs","142"
"8415","Mike Dawson","142"
"8429","alleweil1","142"
"8433","josesegurado","142"
"8435","Jacqueline Cao","142"
"8437","scott","142"
"8442","Gregory Van Dyke","145"
"8443","emma","142"
"8444","thomas","142"
"8461","David Gutierrez","145"
"8465","Morgan Reiner","142"
"8476","Jenny Heth","142"
"8484","Jude Henry","145"
"8492","Alex Fischer","142"
"8501","Margaux Diaz","142"
"8518","Keith Daniels","142"
"16361","By Randi Hutter Epstein","201"
"16363","Ira Bedzow","165"
"16440","Avery Miles Sandra Gordon Don Rauf Jennifer Warner Brooke Bogdan","170"
"16447","Soleil Shah and Bob Kocher","165"
"16467","Lauren Bedosky Lynn Grieger Lisa Rapaport Erin Palinski-Wade Rd Cde Johannah Sakimura","170"
"16486","By Jesse McKinley and Joseph Goldstein","201"
"16497","By Apoorva Mandavilli","201"
"8533","Gerald Bruno","142"
"8558","Jennifer Landis","142"
"8559","thefitnesswebzine","142"
"8566","Leigh Norton","142"
"8581","Thora Toft","142"
"8584","Anna Lamnari, MD","142"
"8590","Earthie Mama","142"
"8591","Cory Endrulat","142"
"8592","José de la Torre","142"
"8593","Michael Cost","142"
"8600","tlb777","142"
"8604","Ben Nettleton","142"
"8611","Ellaine Castillo","145"
"8620","demmyjames","142"
"8627","HealthSkeptic","142"
"8636","Eimai","142"
"8656","Kimball Atwood","163"
"8662","Ed Silverman","165"
"16519","By Mackenzie Scibetta","201"
"16530","Kate Sheridan and Adam Feuerstein and Matthew Herper","165"
"16531","By Ben Sisario and Julia Jacobs","201"
"16541","George Vernadakis Don Rauf Avery Miles Becky Upham Anna Brooks","170"
"16560","Keita Mori","165"
"16561","Shabbir Dahod","165"
"16564","By Siobhan Roberts","201"
"16566","By Jeremy W. Peters and Michael M. Grynbaum","201"
"16577","By Nir Eyal","201"
"16578","By Somini Sengupta","201"
"16583","By Pauline W. Chen, M.D","201"
"16584","By Marjorie S. Rosenthal, M.D","201"
"16589","Fox News Staff","203"
"16590","Becky Bohrer","203"
"16601","Franz Walker","145"
"8716","Michael J. Joyner","165"
"8734","Andrew Joseph and Casey Ross","165"
"8742","Bobby Clark and Ronnie Tepp","165"
"8751","Medical News Today","166"
"8803","Tom Bowen","165"
"8809","David Introcaso and Zack Szlezinger","165"
"16633","Marc Lipsitch","165"
"16685","By Christopher Mele and Neil Vigdor","201"
"16695","By Reif Larsen","201"
"16696","By Vivian Wang and Sui-Lee Wee","201"
"16703","Becky Upham Justin Laube Don Rauf Jordan M. Davidson","170"
"8689","Isabella Tran — Boston Globe","165"
"16625","Kathleen Smith Phd Allison Young Laura Mcardle Becky Upham","170"
"16654","Meredith O'Brien","165"
"16667","By Jessica Bennett","201"
"16687","By Jodi Kantor","201"
"16737","By Hannah Beech and Minzayar Oo","201"
"16741","By Nate Cohn, Josh Katz, Margot Sanger-Katz and Kevin Quealy","201"
"16763","Casey Ross and Rebecca Robbins and Erin Brodwin","165"
"16792","By Kari Leibowitz and Alia Crum","201"
"16835","William La Jeunesse","203"
"16849","By Denise Grady, Katie Thomas and Patrick J. Lyons","201"
"16866","By Daria Salamon","201"
"16719","EcoWatch","262"
"16735","Cyd Upson","203"
"16740","By Kate Conger and Erin Griffith","201"
"16750","By Vivian Wang and Javier C. Hernández","201"
"16770","Cheryl Alkon Allison Young Katie Hurley Nuna Alberts","170"
"16777","By Harlan M. Krumholz, M.D","201"
"16814","Rebecca Kesten","203"
"16816","Michael Loreto, M.Sc.","146"
"16817","By Hugh Merwin","201"
"16832","By Kaitlyn Wells and Thorin Klosowski","201"
"16847","Sudip Parikh","165"
"16881","By Johnny Diaz and Aimee Ortiz","201"
"16894","Glenn Rockman","165"
"16895","By Helen Ouyang","201"
"16899","Alexandra Rego","203"
"16869","By Kaly Soto","201"
"8852","Arthur “Tim” Garson Jr. and Ryan Holeywell","165"
"17060","By David M. Halbfinger","201"
"16932","By Jesse Drucker","201"
"16936","Stephen C. Dorner","165"
"16970","By Ted Loos","201"
"16971","By Sarah Rosen","201"
"16973","Caroline Schulman","165"
"16976","Jaewon Ryu and Karen M. Murphy","165"
"16977","By Tim Heffernan","201"
"16994","Jamie Webb and Alison Bateman-House","165"
"16996","By Javier C. Hernández and Sui-Lee Wee","201"
"16997","By Lynn Jones Johnston","201"
"17008","By Wendy S. Harpham, M.D","201"
"17014","Marty Tenenbaum","165"
"17016","By Barron H. Lerner, M.D","201"
"17032","By Sara Ventiera","201"
"17046","Audrey Conklin","203"
"8878","Traci Marquis-Eydman","165"
"8903","Michael D. Frakes and Jonathan Gruber and Anupam B. Jena","165"
"8905","Kathleen  Doheny","167"
"8922","Aaron  Gould Sheinin","167"
"16905","Bruce Wexler and James K. Glassman","165"
"16911","Patricia S. Calhoun and Patricia M. Carreiro","165"
"16915","Joseph G. Allen and David Christiani","165"
"16951","By Javier C. Hernández and Chris Horton","201"
"16962","Morgan Medlock","165"
"17077","By Mika Gröndahl, Andrew Jacobs and Larry Buchanan","201"
"17092","By Markian Hawryluk","201"
"17118","David Maris","165"
"17154","Caroline McKee","203"
"17200","John F. Crowley and Kush M. Parmar","165"
"17203","By Pooja Lakshmin","201"
"17247","Zachary Kussin","203"
"8864","Lauren Joseph","165"
"8865","Meghana Keshavan","165"
"8876","Seth Berkley","165"
"8882","Laura and John Arnold","165"
"8912","Shari Berman","165"
"8938","David A. Patterson Silver Wolf","165"
"8940","Damian Garde and Rebecca Robbins","165"
"8944","Tim Kreider","163"
"8947","Barbara Ogur and Katherine Miller and Russell Phillips","165"
"8974","Denise Brown","165"
"17049","Jessica Migala Kelly Kennedy Lauren Bedosky Moira Lawler Erin Palinski-Wade Rd Cde","170"
"17050","Gregg Beloff","165"
"17129","By Michael Levenson, Tara Parker-Pope and James Gorman","201"
"17160","Becky Upham Justin Laube Don Rauf Kaitlin Sullivan Liz Scherer","170"
"17274","Carrie Flynn and Chinye Ijeli","165"
"17344","Amy Sarah Ginsburg","165"
"17360","Isaac Sebenius and James K. Sebenius","165"
"17380","Helen Branswell and Adam Feuerstein","165"
"17128","By Kevin Quealy","201"
"17157","Maureen Connolly Nuna Alberts Gillian Anderson","170"
"17162","Jerry Martin","165"
"17170","emergencyphysicians.org","337"
"17174","By Keith Bradsher and Chris Buckley","201"
"17179","By Steve Eder, Ellen Gabler, Sarah Kliff and Heather Murphy","201"
"17211","Sheryl Huggins Salomon Alexa Meara Beth Levine Meryl Davids Landau Cheryl Crow","170"
"17215","By Leah Chernikoff","201"
"17226","Shari Roan Don Rauf","170"
"17304","Michelle McMurry-Heath","165"
"17338","Alissa Gentile and Meredith Barnhart","165"
"17345","By Frances Robles","201"
"17355","Beth W. Orenstein Kareem Sassi Erica Patino Lisa Rapaport Linda Thrasybule","170"
"17385","Jessica Migala Lynn Grieger Rdn","170"
"17387","By Andrew McCormick","201"
"17392","Shawn Carter","203"
"9030","Liz Szabo — Kaiser Health News","165"
"9036","Lev Facher and Andrew Joseph","165"
"9052","Lynn B. Rogut","165"
"9104","Marty Jessup","165"
"9116","Cynthia Cobb Jenna Fletcher","169"
"9118","Nancy Hammond Jenna Fletcher","169"
"17271","By Adriana Balsamo","201"
"17295","Els Torreele","165"
"17364","Lindsay  Kalter","338"
"9101","Peter G. Lurie","165"
"9157","John Arnold","165"
"17312","Eileen Guo","165"
"17357","Juliet Isselbacher","165"
"17389","By Tove Danovich","201"
"9110","Maya Gottfried","165"
"9231","Jason C. Pradarelli","165"
"9263","Christine Frank Jenna Fletcher","169"
"17406","jointcommission.org","341"
"17414","Joe Rymsza","165"
"17430","By Jacey Fortin and Derrick Bryson Taylor","201"
"17442","By Adriana Balsamo and Hilary Moss","201"
"17472","By Hannah Wise","201"
"17477","By Pam Belluck, Apoorva Mandavilli and Benedict Carey","201"
"17483","By Caleb Kenna","201"
"17484","By Jessica St. Clair and Dan O'Brien","201"
"17485","By Jodie Noel Vinson","201"
"9096","Jen Goldsack and Beau Woods and Eric Perakslis","165"
"9098","Karen Gill Charlotte Lillis","169"
"9176","Christina Chun Charlotte Lillis","169"
"9214","Dena Westphalen Helen Marshall Bpharm","169"
"9258","Susan E. Collins","165"
"17449","By Phil Klay","201"
"17520","By Loré Yessuff","201"
"17548","Shari Roan Melba Newsome","170"
"17550","Amy McGorry","203"
"17551","Amy E. Wheeler","165"
"17553","Robert Calandra","164"
"17582","Aaron  Gould Sheinin","338"
"17599","Joseph Wulfsohn","203"
"17629","Alexandra Feathers","165"
"9092","Shilpa Amin Md Caq Jamie Eske","169"
"9100","Christopher Boone and Viraj Narayanan","165"
"9103","Ana Sandoiu","169"
"9125","Kent Thiry","165"
"9165","Steve LeBlanc and Martin Crutsinger — Associated Press","165"
"9179","Genevieve P. Kanter","165"
"9194","Sandro Galea","165"
"9234","Fred Leonard","165"
"9286","Robert M. Kaplan","165"
"9287","Kate Sheridan and Rebecca Robbins","165"
"9293","Miho Hatanaka Rdn Jenna Fletcher","169"
"9295","Adminlf","168"
"9296","H. Gilbert Welch","165"
"9301","Dave Chase","165"
"9320","Rachael Dunlop","163"
"9327","Catherine Hannan Rachel Nall Msn","169"
"9362","Emmanuelle Trombe","165"
"9399","Dariush Mozaffarian and Siyi Shangguan","165"
"17496","Larry Istrail","165"
"17502","Lisa Rapaport Steve Erickson Quinn Phillips Becky Upham","170"
"17512","Jane Ridley","203"
"17532","Katherine Lee Lynn Grieger Rdn","170"
"17539","Rebecca Diliberto Kacy Church","170"
"17554","By David Kaufman","201"
"17559","Andy Plump and David Reese","165"
"17566","Michael Dolan Beth Levine Cathy Garrard Dakila Divina Cheryl Alkon Brian P. Dunleavy","170"
"17581","Evie Fordham","203"
"17590","Valdas Jurkauskas","165"
"17604","By Robert Gebeloff","201"
"17636","Janissa Delzo Lisa Rapaport Kaitlin Sullivan Elizabeth Millard Karen Ansel","170"
"17639","Daniella Genovese","203"
"17648","uptodate.com","343"
"17649","By Katerina Tsasis","201"
"9365","Jude Komuves","165"
"17653","Svilena Iotkovska","264"
"17685","Ann-Sophie Barwich","165"
"17724","By Amy Yee","201"
"17731","Alex Grant","178"
"17789","Brian P. Dunleavy Trevis Gleason Mona Sen","170"
"17803","By Zoya Aziz","201"
"17810","Quinn Phillips Kacy Church","170"
"17822","By Debra Kamin","201"
"17833","Stacey Colino Michael Dolan Beth Levine Cathy Garrard Dakila Divina","170"
"17854","By Sharon LaFraniere, Noah Weiland and Michael D. Shear","201"
"17865","Kacy Church Sheryl Huggins Salomon Melissa Mayer Lisa Rapaport","170"
"17891","Justin Laube Lisa Rapaport Becky Upham Lauren Bedosky","170"
"9400","Valinda Riggins Nwadike Rachel Nall Msn","169"
"9403","Ike Swetlitz and Nicholas Florko","165"
"17668","Isobel Whitcomb - Live Science Contributor","203"
"17722","Nikki Brueggeman Jessica Migala Don Rauf Kaitlin Sullivan","170"
"17725","By Thomas Rogers","201"
"9369","Orly Nadell Farber","165"
"17767","By Godwyn Morris and Paula Frisch","201"
"17782","Tiffany Ayuda Justin Laube Jessica Migala Lisa Rapaport Janissa Delzo","170"
"17800","By Marjorie S. Rosenthal","201"
"17824","Mona Sen Trevis Gleason Brian P. Dunleavy","170"
"17828","By Elana Duffy","201"
"17829","By Katherine J. Wu and Katie Thomas","201"
"17872","Jennifer Nelson","164"
"9352","Natalie Butler Rd Beth Sissons","169"
"9368","Alana Biggers Md Jenna Fletcher","169"
"9382","Zara Risoldi Cochrane Pharmd Ms Andrew Abe","169"
"9405","Brendan Parent and Nancy Neveloff Dubler","165"
"17667","Rick Berke and Erin Mershon and Lev Facher","165"
"17697","Benjamin Brown","203"
"17726","Douglas L. Rothman and Jessica E. Rothman and Gerard Bossard","165"
"17752","drugabuse.gov","345"
"17756","Paul Best","203"
"17811","By Randal C. Archibold","201"
"17823","Sophie M. Balzora Shari Roan Pamela Kaufman Vanessa Etienne Melba Newsome","170"
"17832","Jessica Migala Lynn Grieger Rdn Elizabeth Millard","170"
"17850","zerotothree.org","347"
"9397","Zara Risoldi Cochrane Pharmd Ms Lindsay Slowiczek","169"
"9421","Alana Biggers Md Adrienne Stinson","169"
"9436","Julie L. Gerberding","165"
"9441","Nina Frahm and Tess Doezema","165"
"9444","David Blumenthal","165"
"9445","Saundra","167"
"9449","Brian J. Miller and Kyle Richardville","165"
"9456","Jane L. Delgado and Edward Abrahams","165"
"9470","Inga Peter","165"
"9474","Jennifer Spotila","165"
"9477","Stephanie","167"
"9486","Allison Chang","165"
"9490","Brenda Goodman","167"
"9501","Ike Swetlitz and Erin Mershon","165"
"9504","Lewis S. Nelson and Jeanmarie Perrone","165"
"18045","George J. Annas","165"
"17674","By Tracey Tully and Kevin Armstrong","201"
"17682","Alicia  Ault","338"
"17711","Christine Bahls Editor Medical Daily","164"
"17716","Jose F. Figueroa and Fabiola Molina and Benjamin D. Sommers","165"
"17728","By Zoë Beery","201"
"17730","Brian-Admin","168"
"17734","Cassie B.","145"
"17739","Billy DeMoss","178"
"17777","Alexander El Sehamy and Gali Hashmonay","165"
"17791","Kent A. Peacock and John R. Vokey","165"
"17863","By Katie Thomas and Jesse Drucker","201"
"17901","By Mercedes Lilienthal","201"
"17904","Jason Kahn","165"
"17907","By Anita Gates","201"
"17908","By Caren Osten Gerszberg","201"
"17921","Juliann Rivera Brian P. Dunleavy Betty Kirkindoll Barbara Kean Pamela Kaufman Becky Upham","170"
"17925","Craig Brammer and Tim Elwell","165"
"17930","WebMD  News Staff","338"
"9522","Elizabeth Krempley","165"
"17933","Jessica Migala Kelly Kennedy Leslie Barrie Erin Palinski-Wade Rd","170"
"17990","By Allyson Waller and Christina Morales","201"
"17998","CCR News","354"
"18067","By Patric Gagne","201"
"9655","Bobby Clark","165"
"17985","Dibash Kumar Das, Ph.D.","166"
"9650","James Coyne","163"
"17938","Ashley Simmons Michael Dolan Stacey Colino","170"
"17975","Lin Department Of Psychology Michigan State University East Lansing Mi Fisher Megan E. Roberts Sean M. M. Moser","350"
"18013","Helen Branswell and Matthew Herper","165"
"18015","By Katherine J. Wu and Daniel Victor","201"
"18048","By Laura van Straaten","201"
"18058","Kaitlin Sullivan Beth Levine Meryl Davids Landau","170"
"18059","Joy Sturm","165"
"18092","Becky Upham Kaitlin Sullivan Don Rauf","170"
"9567","Josephine Johnston","165"
"9580","Andrew Joseph and Rebecca Robbins and Sharon Begley","165"
"9589","Ivan Oransky and Adam Marcus","165"
"9710","Joe Olechno","165"
"9717","Nina Agrawal","165"
"9757","Caroline Chen and Riley Wong — ProPublica","165"
"9765","John Brewer Eberly Jr.","165"
"9782","Jacob S. Sherkow","165"
"9796","Rajaie Batniji","165"
"9816","David Rothman","165"
"9827","Andrew Morris-Singer and Stuart Pollack and Matthew Lewis","165"
"9962","James DeGregori","165"
"10010","Sandeep Kapoor","165"
"17941","Salma Abdelnour Gilman Justin Laube Don Rauf Meryl Davids Landau Becky Upham","170"
"17961","Sarah Digiulio Allison Young Kaitlin Sullivan Lorie A. Parch Margot Slade Sue Treiman","170"
"17964","Allison Young","170"
"17987","By Annie Karni","201"
"17989","By Catherine Hong","201"
"18006","David Walton and Jim Ansara","165"
"18060","Christopher M. Worsham and Lakshman Swamy and Rahul Ganatra","165"
"18133","Moira Lawler Kelly Kennedy Elizabeth Millard Amy Gorin Melinda Carstensen Becky Upham","170"
"18153","By Allyson McOuat","201"
"18160","Moira Lawler Lynn Grieger Rdn","170"
"9891","Erin Mershon","165"
"9924","Patrick Yoder","165"
"9940","Jamille Fields and Stephanie Glover","165"
"9948","Elizabeth Métraux and Nicolas Nguyen and Kelsey Priest","165"
"10005","Vibhav Rangarajan","165"
"18146","Valencia Higuera Lynn Grieger Rdn Lauren Bedosky Elizabeth Millard K. Aleisha Fetters Jessica Migala","170"
"18150","Kacie Kidd and Gina Sequeira","165"
"18183","Trevis Gleason Becky Upham Brian P. Dunleavy Mona Sen","170"
"9875","Jaclyn Jeffrey-Wilensky","165"
"9943","Jeffrey Samet and Michael Botticelli and Monica Bharel","165"
"9954","Allison Bond and Katherine Crabtree and Rashmi Jasrasaria","165"
"9964","Allan Hugh Cole Jr.","165"
"18212","Matthew W. McCarthy and David Oshinsky and Arthur Caplan on behalf of the Vaccine Working Group on Ethics and Policy","165"
"18215","Meryl Davids Landau Justin Laube Elizabeth Millard Sarah Digregorio Salma Abdelnour Gilman Becky Upham Liz Scherer","170"
"18216","Becky Upham Don Rauf Jessica Migala","170"
"18223","Joshua Gans","165"
"18416","Danielle Pergament","201"
"18431","Becky Upham Serena Marshall Kaitlin Sullivan Salma Abdelnour Gilman Brian P. Dunleavy","170"
"9858","Leah Shaffer","165"
"9870","Andrew Goldstein and Akash Goel","165"
"9895","H. Gilbert Welch and Gerard M. Doherty","165"
"9917","Marshall Allen — ProPublica","165"
"18247","Jessica Migala Justin Laube Sheryl Huggins Salomon Lauren Bedosky","170"
"18254","Elliott J. Millenson and William A. Haseltine","165"
"18281","By Mike Ives and Apoorva Mandavilli","201"
"18331","Rebecca Robbins and Benjamin Mueller","201"
"18353","Phoebe Lett","201"
"18403","Trevis Gleason Mona Sen","170"
"18406","Alex Vadukul","201"
"18432","Katherine Lee Trevis Gleason Mona Sen","170"
"18465","Hannah Selinger","201"
"9935","Anthony A. James","165"
"10018","Gideon Gil and Matthew Orr","165"
"10035","Chris Kaposy","165"
"10043","Josh Cuevas","163"
"10045","Melissa Burstein","165"
"10058","Suzanne Delbanco and Tom Delbanco","165"
"10085","MK Czerwiec","165"
"10081","Jay Hancock and Elizabeth Lucas — Kaiser Health News","165"
"18198","Meg Tirrell","165"
"18208","Ivor Horn","165"
"18218","Mark Siedner and Paul E. Sax","165"
"18228","Becky Upham Justin Laube Elizabeth Millard Meryl Davids Landau Sarah Digregorio Salma Abdelnour Gilman","170"
"18238","Sheryl Huggins Salomon Kelly Kennedy","170"
"18240","Vic Strecher and Will Johnson","165"
"18246","K. Aleisha Fetters Lynn Grieger Rdn Lisa Rapaport Becky Upham Sheryl Huggins Salomon","170"
"18251","By Catherine Zuckerman","201"
"18278","Don Rauf Lisa Rapaport Becky Upham","170"
"18282","Becky Upham Cheryl Alkon Shari Roan Catherine Pearson","170"
"18285","Mark Dornauer","165"
"18298","By Kwame Opam and Concepción de León","201"
"18306","By Michael Venutolo-Mantovani","201"
"18313","By Stephanie Rosenbloom","201"
"18329","Quinn Phillips Alexa Meara","170"
"18332","Megan Twohey and Nicholas Kulish","201"
"18340","Lauren Hines","165"
"18358","Perri Klass, M.D.","201"
"18402","Leslie Barrie Kelly Kennedy Elizabeth Millard Sheryl Huggins Salomon Lauren Bedosky Jessica Migala","170"
"18408","Nandini Oomman and Kathryn Conn and Elizabeth O'Connell","165"
"18409","Siobhan Roberts","201"
"18433","Payal Marathe and Ravi N. Shah","165"
"18462","Anna Goldfarb","201"
"18471","Meredith Paige Heil","201"
"18500","Don Rauf Serena Marshall Becky Upham Kaitlin Sullivan Salma Abdelnour Gilman Brian P. Dunleavy","170"
"18606","Shoshana Meira Friedman","201"
"18663","myplate.gov","362"
"18679","Ashley Welch Kaitlin Sullivan Lisa Rapaport Vanessa Etienne Jordan M. Davidson Don Rauf","170"
"10104","Freddie White-Johnson","165"
"18376","Benjamin Mueller","201"
"18380","Serena Marshall Kaitlin Sullivan Salma Abdelnour Gilman Becky Upham Brian P. Dunleavy","170"
"18396","Sandra E. Garcia and Sapna Maheshwari","201"
"18426","Jill Cowan","201"
"18430","Sharon LaFraniere, Katie Thomas and Noah Weiland","201"
"18517","Matina Stevis-Gridneff and Margot Sanger-Katz","201"
"18535","Christy Harmon","201"
"10096","Rebecca Robbins and Erin Mershon","165"
"18530","Sean Palfrey","165"
"18557","Becky Upham Justin Laube Vivian Manning-Schaffel Jessica Migala Lindsay Lederman Ashley Simmons Michael Dolan Stacey Colino Elizabeth Millard","170"
"18560","Roger Rapoport","165"
"18585","Emily Palmer","201"
"18646","Logan Ury","201"
"18648","Chris Bakerlee","165"
"18687","Javier C. Hernández","201"
"10176","Jenny Gold — Kaiser Health News","165"
"10178","Jessica K. Willett","165"
"10185","Howard M. Fillit","165"
"10278","Rebecca Diliberto","170"
"18544","Katie Robertson","201"
"18551","Janet Jarman","201"
"18625","Laura Ungar","164"
"10231","Drew Smith","165"
"18547","Alan Levine","165"
"18583","Meaghan O’Connell","201"
"18643","Jocelyn Solis-Moreira","166"
"18684","Jenny Taitz","201"
"10232","Altaf Saadi","165"
"10244","Ira Byock","165"
"10267","Kaitlin Ugolik Phillips Justin Laube","170"
"10302","Carol Levine","165"
"10353","Jillian Michaels","170"
"10364","Diana Rodriguez Pat F. Bass Iii Md","170"
"10366","Nina Martin — ProPublica and Renee Montagne — NPR","165"
"10396","John Auerbach and Benjamin F. Miller","165"
"10416","Jose Rodriguez","165"
"10387","Linda-Gail Bekker and Mabel van Oranje","165"
"10453","Alexander P. Cole and M. Carlton and Quoc-Dien Trinh","165"
"10494","Abraham Nussbaum","165"
"10591","Stephanie Simon","165"
"10595","Max Blau and Talia Bronshtein","165"
"10612","Kimi Vesel","165"
"10614","Evan Allen — Boston Globe and David Armstrong","165"
"10450","Debra Selkirk","165"
"10434","Joel White","165"
"10456","Brian M. Cummings","165"
"10471","Dominik Wodarz and Natalia L. Komarova","165"
"10475","Augie Lindmark and Vanessa Van Doren and Bryant Shuey and Andy Hyatt","165"
"10513","Charles Melbern Wilcox","165"
"10527","Shoshana Ungerleider","165"
"10543","Julie Rehmeyer and David Tuller","165"
"10548","Shirley Leung","165"
"10678","June S. Wasser","165"
"10696","Chris Beyrer","165"
"10557","Robert M. Thomas Jr.","165"
"10588","Jodi Frances Abbott — The Conversation","165"
"10645","Tony Coles","165"
"10669","Dylan MacKay","165"
"10628","Casey Ross and Megan Thielking","165"
"10651","Michael Burg","165"
"10677","Arthur Caplan and Timothy Caulfield","165"
"10700","Andrea Levere","165"
"10716","R. Bruce Donoff","165"
"10723","Anirudh Srirangam","165"
"10725","Emily Kopp, Kaiser Health News","165"
"10741","Mark Alles","165"
"10760","Doug Struck","165"
"10847","Jasmine Rana and Taylor Freret","165"
"10873","Nancy Borowick","165"
"10748","Gene Bukhman and Chelsea Clinton","165"
"10762","DeWayne Pursley and John Zupancic","165"
"10848","Rachel Sachs","165"
"10772","Mara Schonberg","165"
"10773","Erin Mershon and Max Blau","165"
"10860","Hugh J. Sealy","165"
"10867","Judith Graham","165"
"10907","Christine Dehlendorf","165"
"10933","Guy Gugliotta — Kaiser Health News","165"
"10944","Stephen E. Littlejohn","165"
"10959","Dylan Scott","165"
"10947","Ronald DePinho","165"
"11091","Gaurab Basu and Danny McCormick","165"
"11102","M. Ihsan Kaadan","165"
"10973","Arthur L. Reingold and Madhukar Pai","165"
"10999","Hanni Stoklosa","165"
"11019","Ahmed Albaiti","165"
"11028","Jennifer Keefe","165"
"11045","Abraar Karan","165"
"11058","Kathy Giusti","165"
"11065","Julie Guillot","165"
"11081","David Martin Shaw and J. Valérie Gross and Thomas C. Erren","165"
"11085","Jalal Baig","165"
"11093","Keith Crandall","165"
