id,article_id,media_type_id,url,caption,extracted_at
"274545","316961","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/05/Gloved-Hand-Holds-Contaminated-Water.jpg","Image: Big Pharma is contaminating nearly all the water in America with toxic drugs that alter biology, fertility and even gender expression","2019-09-05 10:39:53.164287+02"
"274560","316120","1","https://i0.wp.com/neurosciencenews.com/files/2014/09/alpha-synuclein-neurotransmission.jpg?fit=750%2C622&ssl=1","Top image","2019-09-05 10:39:54.811836+02"
"274643","317027","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/05/Paul-Offit-1-e1495197428731.jpg","Image: Vaccine zealot Paul Offit claims children can be given 10,000 vaccines all at once, with no harm","2019-09-05 10:40:11.127031+02"
"274710","316284","1","https://i1.wp.com/neurosciencenews.com/files/2014/09/macque-moneky-brain-size-social-difference.jpg?fit=750%2C498&ssl=1","Top image","2019-09-05 10:40:26.953457+02"
"274750","316334","1","https://i2.wp.com/neurosciencenews.com/files/2014/08/MS-wii-balance-board-mri.jpg?fit=750%2C615&ssl=1","Top image","2019-09-05 10:40:33.169227+02"
"274765","317119","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/05/Vaccines-Needle-Virus-Sci.jpg","Image: If vaccines are 100% safe and have harmed no one, then why did the U.S. government pay out over $3 billion in awards to thousands of families damaged by vaccines?","2019-09-05 10:40:34.911173+02"
"274795","316370","1","https://i2.wp.com/neurosciencenews.com/files/2014/08/neural-crest-stem-cells.jpg?fit=800%2C802&ssl=1","Top image","2019-09-05 10:40:44.845663+02"
"274807","316402","1","https://i2.wp.com/neurosciencenews.com/files/2014/08/arteries-aging-brain.jpg?fit=750%2C850&ssl=1","Top image","2019-09-05 10:40:49.071418+02"
"274973","316546","1","https://i0.wp.com/neurosciencenews.com/files/2014/07/sumo-genetics-glioblastoma.jpg?fit=750%2C550&ssl=1","Top image","2019-09-05 10:41:19.185539+02"
"274939","317236","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/05/Prescription-Bottle-Pills-Drugs-Spilt.jpg","Image: Common painkillers such as ibuprofen and naproxen found to raise the risk of a heart attack within a week of use","2019-09-05 10:41:13.152437+02"
"274941","317240","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/01/obesity6-15.jpg","Image: UK surgeries to remove “man boobs” up 400% as gender bender chemicals grow breasts on biological men","2019-09-05 10:41:13.505104+02"
"274993","317279","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/05/Pharma-Syringe-Money.jpg","Image: Some thoughts on the globalist agenda, vaccines and population control","2019-09-05 10:41:23.144446+02"
"275174","316760","1","https://i0.wp.com/neurosciencenews.com/files/2014/05/stargazer-mouse-epilepsy-GABA-neurons.jpg?fit=750%2C1135&ssl=1","Top image","2019-09-05 10:41:58.162869+02"
"275363","316922","1","https://i0.wp.com/neurosciencenews.com/files/2014/04/astrocytes-neuron-ninds.jpg?fit=750%2C991&ssl=1","Top image","2019-09-05 10:42:35.468173+02"
"275053","316637","1","https://i1.wp.com/neurosciencenews.com/files/2014/06/cerebellum-astrocytes.jpg?fit=750%2C696&ssl=1","Top image","2019-09-05 10:41:32.981028+02"
"275133","316704","1","https://i1.wp.com/neurosciencenews.com/files/2014/06/brain-damage-study-neurology.jpg?fit=750%2C574&ssl=1","Top image","2019-09-05 10:41:49.37039+02"
"275246","316822","1","https://i1.wp.com/neurosciencenews.com/files/2014/05/psilocybe-mexican-depression-anxiety.jpg?fit=800%2C600&ssl=1","Top image","2019-09-05 10:42:12.374228+02"
"275274","316851","1","https://i2.wp.com/neurosciencenews.com/files/2014/05/forelimb-velocity-over-time.jpg?fit=750%2C1203&ssl=1","Top image","2019-09-05 10:42:17.951796+02"
"275311","317508","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/05/American-Healthcare-Choices-Sign-ObamaCare.jpg","Image: Trumpcare Is Obamacare 2.0","2019-09-05 10:42:25.812589+02"
"275323","316894","1","https://i2.wp.com/neurosciencenews.com/files/2014/04/astronaut-cognitive-impairment-risks.jpg?fit=750%2C510&ssl=1","Top image","2019-09-05 10:42:28.538729+02"
"275228","317447","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/05/Archeology-e1493971627840.jpg","Image: Human civilization has already been wiped out by a mini Ice Age, and recent archaeological evidence proves Graham Hancock was right all along","2019-09-05 10:42:09.92973+02"
"275312","317508","4","https://www.youtube.com/embed/NNqXNsxbSxA?feature=oembed",,"2019-09-05 10:42:25.816134+02"
"275470","317610","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/05/Bill_Nye_Barack_Obama_and_Neil_deGrasse_Tyson_selfie_2014.jpg","Image: Fake science TV personality Bill Nye goes berserk when REAL scientist schools him on carbon dioxide","2019-09-05 10:42:54.237585+02"
"275485","317619","4","https://www.youtube.com/embed/7XRUEuVP2qE?feature=oembed",,"2019-09-05 10:42:54.902868+02"
"275495","317041","1","https://i0.wp.com/neurosciencenews.com/files/2014/03/drug-addiction-personalized-treatments-public.jpg?fit=800%2C533&ssl=1","Top image","2019-09-05 10:42:58.124302+02"
"275452","317006","1","https://i0.wp.com/neurosciencenews.com/files/2014/04/motor-control-parkinsons-bmi.jpg?fit=720%2C454&ssl=1","Top image","2019-09-05 10:42:51.264341+02"
"275494","317040","1","https://i2.wp.com/neurosciencenews.com/files/2014/03/visual-cortex-neuroplasticity-mit.jpg?fit=750%2C500&ssl=1","Top image","2019-09-05 10:42:57.113059+02"
"275562","317680","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/05/america-at-night-power-grid-lights-map-600-1.jpg","Image: NPR hosts laugh hysterically while America remains in the cross hairs of a North Korean nuclear warhead EMP apocalypse","2019-09-05 10:43:14.398536+02"
"275564","317680","1","https://www.naturalnews.com//wp-content/uploads/2017/05/america-at-night-power-grid-lights-map-600-1.jpg","","2019-09-05 10:43:14.400894+02"
"275596","317146","1","https://i1.wp.com/neurosciencenews.com/files/2014/03/alzheimers-brain-slice-diagram-neurogenesis-PUBLIC.jpg?fit=800%2C600&ssl=1","Top image","2019-09-05 10:43:22.011659+02"
"275697","317778","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/White-House-Grass-Lawn-Trees-Washington.jpg","Image: Are nuclear attack drills held in NYC and Washington, D.C. organized out of fear of North Korean mini-nukes?","2019-09-05 10:43:39.487538+02"
"275715","317266","1","https://i1.wp.com/neurosciencenews.com/files/2014/02/gamma-and-theta-waves-rat-brain-movement.jpg?fit=800%2C221&ssl=1","Top image","2019-09-05 10:43:45.872354+02"
"275742","317288","1","https://i2.wp.com/neurosciencenews.com/files/2014/02/best-memories-created-by-age-25.jpg?fit=800%2C603&ssl=1","Top image","2019-09-05 10:43:49.748949+02"
"275808","317361","1","https://i1.wp.com/neurosciencenews.com/files/2014/02/Eph-receptors-neuron-surface.jpg?fit=709%2C531&ssl=1","Top image","2019-09-05 10:44:03.230308+02"
"275662","317220","1","https://i0.wp.com/neurosciencenews.com/files/2014/02/3d-imaging-of-mouse-craniofacial-growth-patterns.jpg?fit=730%2C608&ssl=1","Top image","2019-09-05 10:43:33.466946+02"
"275701","317247","1","https://i0.wp.com/neurosciencenews.com/files/2014/02/lower-diagnosis-rates-for-asd-using-dsm-5.jpg?fit=800%2C530&ssl=1","Top image","2019-09-05 10:43:40.584965+02"
"275714","317258","1","https://i0.wp.com/neurosciencenews.com/files/2014/02/neurongenesis-without-stem-cells.jpg?fit=800%2C600&ssl=1","Top image","2019-09-05 10:43:45.81488+02"
"275891","317920","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/Ann-Coulter.jpg","Image: The anti-free speech Left claims another victim – or not – as Ann Coulter vows to speak at Berkeley despite event cancellation","2019-09-05 10:44:21.181018+02"
"275893","317921","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/02/Google-Intenet-Bullies.jpg","Image: PURE EVIL: How Google steals content, crushes small publishers and monopolizes the internet for profit","2019-09-05 10:44:21.428969+02"
"275873","317434","1","https://i1.wp.com/neurosciencenews.com/files/2014/01/pulmonary-neuroendocrine-cells-big.jpg?fit=1200%2C520&ssl=1","Top image","2019-09-05 10:44:18.614375+02"
"275877","317439","1","https://i2.wp.com/neurosciencenews.com/files/2013/12/big_facial_recognition_neurogenetics.jpg?fit=1200%2C520&ssl=1","Top image","2019-09-05 10:44:19.649565+02"
"275889","317918","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/GMO-verses-Organic-Crops.jpg","Image: Monsanto kills bill that would allow Oregon farmers to sue over cross-pollination","2019-09-05 10:44:21.125911+02"
"275892","317920","4","https://www.youtube.com/embed/Bpg0UfpuUAs?feature=oembed",,"2019-09-05 10:44:21.184494+02"
"275920","317940","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/Mount-Everest-Base-Camp-Sign.jpg","Image: Has Mount Everest become the world’s tallest garbage dump?","2019-09-05 10:44:28.544823+02"
"275923","317495","1","https://i1.wp.com/neurosciencenews.com/files/2013/12/smell-the-flower.jpg?fit=420%2C277&ssl=1","Top image","2019-09-05 10:44:29.111332+02"
"275927","317943","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/Sacks-Of-Food.jpg","Image: Food scarcity study reveals that 2 billion people across the planet depend almost entirely on IMPORTED food for their survival","2019-09-05 10:44:29.298051+02"
"275935","317950","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/muslim-doctor-arrested-1.png","Image: Media refuses to acknowledge doctor arrested for genital mutilation was a Muslim","2019-09-05 10:44:30.219117+02"
"275954","317541","1","https://i1.wp.com/neurosciencenews.com/files/2013/12/neuralprosthetic-tbi-research-pnas.jpg?fit=346%2C352&ssl=1","Top image","2019-09-05 10:44:37.088211+02"
"275993","317578","1","https://i1.wp.com/neurosciencenews.com/files/2013/09/public-fmri-Amgydala.jpg?fit=522%2C600&ssl=1","Top image","2019-09-05 10:44:45.148885+02"
"276001","317996","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/Migraine-Headache-Woman-Pain.jpg","Image: These five strains of medicinal marijuana ease migraines","2019-09-05 10:44:46.303843+02"
"276073","317663","1","https://i1.wp.com/neurosciencenews.com/files/2013/11/Autism-Full-Img.jpg?fit=450%2C412&ssl=1","Top image","2019-09-05 10:45:02.787767+02"
"276089","318067","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/Firefighter.png","Image: New study suggests firefighters are at a greater risk for heart attacks from inhaling TOXIC fumes","2019-09-05 10:45:05.021541+02"
"276112","317698","1","https://i0.wp.com/neurosciencenews.com/files/2013/11/mushroom-alcohol-parkinsons.jpg?fit=267%2C175&ssl=1","Top image","2019-09-05 10:45:11.351418+02"
"276121","318094","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/Stinging-Nettle.jpg","Image: This often overlooked weed is ideal for delicious soup or tea","2019-09-05 10:45:11.828727+02"
"276127","318099","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/Mother-Child-Grocery.jpg","Image: Stock up: More and more supermarkets are now carrying bulk foods","2019-09-05 10:45:12.875179+02"
"276343","317937","1","https://i1.wp.com/neurosciencenews.com/files/2013/10/white-matter-mri.jpg?fit=714%2C296&ssl=1","Top image","2019-09-05 10:46:07.552495+02"
"276352","318282","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/brain-cap.jpg","Image: Mind reading technology is now allowing people to communicate by thought alone","2019-09-05 10:46:08.326019+02"
"276361","317956","1","https://i0.wp.com/neurosciencenews.com/files/2013/10/neuron-pruning.jpg?fit=320%2C243&ssl=1","Top image","2019-09-05 10:46:10.210032+02"
"276300","318241","1","https://www.naturalnews.com/images/United-3411-Force-Removal-2.jpg","","2019-09-05 10:45:56.136061+02"
"276298","318241","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/United-Airlines-violence-against-passengers.jpg","Image: United Airlines drags physician kicking and screaming off a flight he PAID FOR because they overbooked and wanted the seat back","2019-09-05 10:45:56.133129+02"
"276299","318241","1","https://www.naturalnews.com/images/United-3411-Force-Removal-1.jpg","","2019-09-05 10:45:56.135913+02"
"276303","318241","4","https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2Faudra.dickerson%2Fvideos%2F10104378182069960%2F&show_text=0&width=400",,"2019-09-05 10:45:56.136752+02"
"276315","318258","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/urban.jpg","Image: In plain sight: How to stay hidden during a crisis","2019-09-05 10:45:57.293249+02"
"276324","317909","1","https://i1.wp.com/neurosciencenews.com/files/2013/10/public_inferior_frontal_gyrus.jpg?fit=450%2C542&ssl=1","Top image","2019-09-05 10:46:00.718186+02"
"276355","318282","4","https://www.youtube.com/embed/8bxn6bANw6s?feature=oembed",,"2019-09-05 10:46:08.32801+02"
"276472","318373","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/01/country-homestead-land-fence-e1457552553549.jpg","Image: STUDY: Living in cities makes people mentally ill, while living in the country improves health and prevents early death","2019-09-05 10:46:31.197232+02"
"276474","318057","1","https://i1.wp.com/neurosciencenews.com/files/2013/09/public-fmri-Amgydala.jpg?fit=522%2C600&ssl=1","Top image","2019-09-05 10:46:31.41062+02"
"276478","318379","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/04/Obese-Man-Open-Shirt-e1459347408498.jpg","Image: Three-quarters of world’s population now overweight or obese… the scourge of processed foods will bankrupt the world","2019-09-05 10:46:31.842697+02"
"276726","318573","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/4529368786_ff7f177849_b.jpg","Image: Earthquake scientists have been totally WRONG: Quake risk “dramatically underestimated” warns new report","2019-09-05 10:47:29.411275+02"
"276743","318325","1","https://i0.wp.com/neurosciencenews.com/files/2013/07/exosome-2.jpg?fit=190%2C153&ssl=1","Top image","2019-09-05 10:47:33.959423+02"
"276809","318640","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2016/09/Mosquito-Zika-Virus-e1474533559852.jpg","Image: What could go wrong? Genetically modified mosquitoes to swarm Houston in latest Zika hoax lunacy","2019-09-05 10:47:49.962403+02"
"276749","318345","1","https://i1.wp.com/neurosciencenews.com/files/2013/07/medulla-public.jpg?fit=487%2C392&ssl=1","Top image","2019-09-05 10:47:35.393033+02"
"276800","318633","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/cell.jpg","Image: Parsley and vanilla beans are being used as cellular scaffolding to grow stem cell tissues for human implants","2019-09-05 10:47:48.48833+02"
"276820","318412","1","https://i1.wp.com/neurosciencenews.com/files/2013/06/auditory-cortex-public.jpg?fit=600%2C354&ssl=1","Top image","2019-09-05 10:47:53.25127+02"
"276884","318694","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/Bees-Hive-Honey-Comb.jpg","Image: 56 percent of Maryland’s bees disappeared in 2016 as pollinator collapse accelerates","2019-09-05 10:48:02.688994+02"
"276925","318723","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/Football-Isolated-On-Field-Grass-Spotlight-Shadow.jpg","Image: Above the law: NFL caught in Big Pharma cover-up","2019-09-05 10:48:11.339924+02"
"276974","318553","1","https://i0.wp.com/neurosciencenews.com/files/2013/06/kenyon-cells-odors.png?fit=488%2C550&ssl=1","Top image","2019-09-05 10:48:20.87676+02"
"276906","318495","1","https://i1.wp.com/neurosciencenews.com/files/2013/06/migraine-public.jpg?fit=478%2C354&ssl=1","Top image","2019-09-05 10:48:09.320105+02"
"276994","318771","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/01/Glyphosate-Crop-Dusting.jpg","Image: Pesticide chemicals really did originate with the Third Reich, were used to kill people during the Holocaust","2019-09-05 10:48:25.265688+02"
"277007","318562","1","https://i2.wp.com/neurosciencenews.com/files/2013/06/dna-brain-familial-alziheimers-public.jpg?fit=972%2C1272&ssl=1","Top image","2019-09-05 10:48:27.238807+02"
"277070","318825","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/Unborn-Baby-Fetus-Womb-e1483963352994.jpg","Image: Liberals freak out over Obamacare replacement law – claim it would result in “thousands of births” of babies that should be aborted","2019-09-05 10:48:41.127764+02"
"277092","318645","1","https://i1.wp.com/neurosciencenews.com/files/2013/06/HD-neuron_3850_340x340.jpg?fit=250%2C250&ssl=1","Top image","2019-09-05 10:48:45.626231+02"
"277135","318704","1","https://i1.wp.com/neurosciencenews.com/files/2013/05/axonal-transport-figure.jpg?fit=1870%2C2420&ssl=1","Top image","2019-09-05 10:48:56.678008+02"
"279898","321094","1","https://www.cancer.org/apps/settings/wcm/designs/cancer.org/favicon.ico","Top image","2019-09-05 10:59:42.946177+02"
"277096","318656","1","https://i2.wp.com/neurosciencenews.com/files/2013/06/neuroregeneration-research.jpg?fit=300%2C231&ssl=1","Top image","2019-09-05 10:48:47.036736+02"
"277214","318940","4","https://www.youtube.com/embed/-WVvvnT7i8k?feature=oembed",,"2019-09-05 10:49:13.310793+02"
"277260","318982","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/Nurse-Doctor-Vaccine-Needle1.jpg","Image: Pennsylvania proposes mandatory vaccinations bill","2019-09-05 10:49:25.865559+02"
"277264","318842","1","https://i1.wp.com/neurosciencenews.com/files/2013/04/junk-dna-neurogenetics-ucsf.jpg?fit=400%2C481&ssl=1","Top image","2019-09-05 10:49:26.268237+02"
"277268","318988","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/exercise-2.jpg","Image: “Biggest Loser” star suffers massive heart attack","2019-09-05 10:49:26.634247+02"
"277283","318851","1","https://i1.wp.com/neurosciencenews.com/files/2013/04/Public-Trauma_subdural_arrow.jpg?fit=491%2C599&ssl=1","Top image","2019-09-05 10:49:29.295887+02"
"277291","319007","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/Braces-Teeth-Dentist.jpg","Image: Kids are doing DIY braces on YouTube and the results are scary","2019-09-05 10:49:30.775799+02"
"277292","319008","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/Stethoscope-Money-Sign-Medical-Costs.jpg","Image: Agenda-funded medical scams exposed: Yes, doctors receive “kickbacks” from Big Pharma","2019-09-05 10:49:30.810977+02"
"277293","319009","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/02/NHS-britain-migrant-crisis-e1455719134496.jpg","Image: Routine operation kills “extremely active” grandmother after doctor’s blunder","2019-09-05 10:49:30.769479+02"
"277294","319009","4","https://www.youtube.com/embed/ly0GljB6IC8?feature=oembed",,"2019-09-05 10:49:30.77138+02"
"277463","319128","1","https://www.naturalnews.com/http://3jrjps1t0ztwsakr03fp3bhy.wpengine.netdna-cdn.com/wp-content/uploads/2017/03/Screen-Shot-2017-03-06-at-9.46.06-AM.png","Screen Shot 2017-03-06 at 9.46.06 AM","2019-09-05 10:50:07.796821+02"
"277486","319030","1","https://i1.wp.com/neurosciencenews.com/files/2013/02/XOOX-Arial-Public.png?fit=259%2C129&ssl=1","Top image","2019-09-05 10:50:12.518301+02"
"277457","319126","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/cdc.png","Image: CDC Foundation accepts millions of dollars from vaccine manufacturers","2019-09-05 10:50:07.361059+02"
"277390","318960","1","https://i2.wp.com/neurosciencenews.com/files/2013/02/rat-memory.jpg?fit=308%2C308&ssl=1","Top image","2019-09-05 10:49:51.193392+02"
"277394","319084","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/Doctor-Money-Bribing.jpg","Image: 65% of doctors are getting cash “kickbacks” from big pharma","2019-09-05 10:49:51.619922+02"
"277399","318965","1","https://i2.wp.com/neurosciencenews.com/files/2013/02/memristor.jpg?fit=200%2C149&ssl=1","Top image","2019-09-05 10:49:52.948976+02"
"277415","319098","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/history-of-science-e1454399267784.jpg","Image: The five biggest anti-science FAILS of the progressive Left","2019-09-05 10:50:00.425239+02"
"277460","319128","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/NT-Times-Trump-wiretapped-article.jpg","Image: In bizarre plot to discredit Trump, NY Times says NY Times is fake news","2019-09-05 10:50:07.79487+02"
"277503","319156","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/Mercury-Symbol.jpg","Image: Autism, mercury, thimerosal and vaccines: Natural News releases large collection of scientific knowledge that’s been suppressed by the FDA, CDC and pharma-controlled media","2019-09-05 10:50:17.698491+02"
"277537","319089","1","https://i1.wp.com/neurosciencenews.com/files/2013/02/800px-Human_motor_cortex_topography.png?fit=800%2C507&ssl=1","Top image","2019-09-05 10:50:26.388441+02"
"277544","319195","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/Nurse-Doctor-Vaccine-Needle.jpg","Image: Health freedom under attack: 134 vaccine bills introduced in 35 states supporting forced vaccinations","2019-09-05 10:50:27.295086+02"
"277556","319201","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/03/vaccine-free-2017.png","Image: March 5th: “Empty Stroller Walk” day of rememberance for children lost from vaccines","2019-09-05 10:50:29.718399+02"
"277557","319201","4","https://www.youtube.com/embed/c7z8VbygqiE?feature=oembed",,"2019-09-05 10:50:29.720259+02"
"277570","319096","1","https://i2.wp.com/neurosciencenews.com/files/2013/02/FMRI-extra-striate-cortex-PUBLIC.jpg?fit=250%2C208&ssl=1","Top image","2019-09-05 10:50:31.692702+02"
"279798","321011","1","https://www.cancer.org/apps/settings/wcm/designs/cancer.org/favicon.ico","Top image","2019-09-05 10:59:29.909122+02"
"277654","319187","1","https://i2.wp.com/neurosciencenews.com/files/2013/01/3041_dorsal_trans-356x269.jpg?fit=356%2C269&ssl=1","Top image","2019-09-05 10:50:52.714524+02"
"277791","319306","1","https://i0.wp.com/neurosciencenews.com/files/2012/09/musical-notes-face-public.jpg?fit=650%2C375&ssl=1","Top image","2019-09-05 10:51:17.265016+02"
"277644","319175","1","https://i1.wp.com/neurosciencenews.com/files/2013/01/mouse-and-pup-brain-circuits-voluntary-movement.jpg?fit=772%2C550&ssl=1","Top image","2019-09-05 10:50:48.739337+02"
"277663","319285","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2019/02/Confused-Upset-Angry-Elderly-Man-Tie.jpg","Image: Could cannabis be a natural treatment for Alzheimer’s disease?","2019-09-05 10:50:54.38833+02"
"277761","319341","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/02/Google-e1478186852102.png","Image: Google now cites obscure ad code in old blog posts in a blogs subdomain as their reason for blacklisting the entire NaturalNews.com website… INSANE","2019-09-05 10:51:08.515045+02"
"277773","319276","1","https://i1.wp.com/neurosciencenews.com/files/2012/10/ketamine-molecule-public.jpg?fit=381%2C480&ssl=1","Top image","2019-09-05 10:51:10.344512+02"
"278112","319579","1","https://i1.wp.com/neurosciencenews.com/files/2012/09/reverse-huntingtons-disease-genes.jpg?fit=650%2C375&ssl=1","Top image","2019-09-05 10:52:21.088761+02"
"278176","319644","1","https://www.naturalnews.com/images/Oroville-Dam-9.jpg","","2019-09-05 10:52:40.941311+02"
"278040","319537","1","https://i1.wp.com/neurosciencenews.com/files/2012/09/artificial-cerebellum-public.jpg?fit=650%2C375&ssl=1","Top image","2019-09-05 10:52:07.028513+02"
"278199","319642","1","https://i0.wp.com/neurosciencenews.com/files/2012/09/solvents-cognitive-problems.jpg?fit=650%2C375&ssl=1","Top image","2019-09-05 10:52:43.14782+02"
"278218","319668","1","https://i2.wp.com/neurosciencenews.com/files/2012/09/rare-neuron-monkey-neuroscience.jpg?fit=650%2C375&ssl=1","Top image","2019-09-05 10:52:48.887071+02"
"278260","319706","1","https://i1.wp.com/neurosciencenews.com/files/2012/09/electronic-pavlovs-dog.jpg?fit=650%2C375&ssl=1","Top image","2019-09-05 10:53:03.893361+02"
"278295","319719","1","http://neurosciencenews.com/files/2014/03/aNeuroscience-News-Research-Article-Photo.jpg","Top image","2019-09-05 10:53:09.928018+02"
"278298","319734","4","https://www.youtube.com/embed/fWgKAzA02cg",,"2019-09-05 10:53:12.281986+02"
"278209","319657","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/02/South-Korean-Avatar-Robot-e1486825091419.png","Image: Study: Robots could soon replace most government workers","2019-09-05 10:52:43.602179+02"
"278224","319674","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/02/Automotive-Worker-Replaced-Robot.jpg","Image: 6,000 California workers contaminated with toxic heavy metal lead","2019-09-05 10:52:50.49494+02"
"278243","319690","1","https://i0.wp.com/neurosciencenews.com/files/2012/09/thought-control-robot-arm.jpg?fit=650%2C375&ssl=1","Top image","2019-09-05 10:52:53.858186+02"
"278355","319784","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/02/Organicfarming-e1484727012706.jpg","Image: Fake claims: Foreign “organic” producers suspected of fraud","2019-09-05 10:53:25.848303+02"
"278390","319809","1","https://www.naturalnews.com/wp-content/uploads/sites/91/2017/02/Tiger-Nature-Animal.jpg","Image: OOPS: Man eaten alive at zoo after trying to sneak in through tigers’ pen","2019-09-05 10:53:32.480368+02"
