id,title,author_id,body,raw_body,category,perex,url,source_id,other_info,published_at,extracted_at,feedback_facebook_id,monitoring_tags
"1055213","Migraines - Break The Vicious Circle","12842","
Preventing Migraines
Some migraine patients are stuck in a vicious circle of headache – medication ... <truncated>","<p><a name=""Skip""></a></p>
<p><strong><span class=""HSI_verd_9pt_bold_blue"">Preventing Migraines</spa... <truncated>","{""eAlert News""}","<p>Some migraine patients are stuck in a vicious circle of headache - medication - headache - medication. Most are probably not aware that the very thing that brings them relief may be perpetuating the problem.</p>
<p>The post <a href=""https://hsionline.com/2006/09/06/migraines-break-the-vicious-circle/"" rel=""nofollow"">Migraines - Break The Vicious Circle</a> appeared first on <a href=""https://hsionline.com"" rel=""nofollow"">Health Sciences Institute - Official Site</a>.</p>","https://hsionline.com/2006/09/06/migraines-break-the-vicious-circle/","177","{""tags"": [""eAlert News"", ""General Health"", ""Herbs and Supplements"", ""Pain"", ""migraine prevention"", ""preventing migraine headaches""], ""updated_at"": ""2006-09-06 00:00:00Z""}","2006-09-06 02:00:00+02","2021-07-07 18:27:42.194239+02","101264524","english, medical"
"1289996","$7 million of PPE left outside and damaged by storms at Bay Area county facility","13004","Officials in San Mateo County are investigating how millions of dollars’ worth of personal protectiv... <truncated>","<div><p>Officials in San Mateo County are investigating how millions of dollars&#8217; worth of pers... <truncated>","{NULL}","San Mateo County is hiring an investigator to find out how the personal protective equipment was left outside, apparently forgotten, for months.","https://www.latimes.com/california/story/2022-01-14/san-mateo-county-ppe-left-outside-and-damaged-by-storms","202","{""keywords"": [""""], ""tags"": [""Subscribers Are Reading"", ""COVID-19 Pandemic"", ""For Subscribers""]}","2022-01-15 07:36:50+01","2022-01-15 11:09:33.663304+01","110315307","english, medical"
"1081331","Homeopathic disclosure","9206","Over the past decade or so, homeopathy has moved from a fringe practice, accessible only from homeop... <truncated>","<p><a href=""https://sciencebasedmedicine.org/should-physicians-and-managed-care-organizations-offer-... <truncated>","{Homeopathy}","<p>Health Canada is proposing new label requirements for homeopathy. They don&#8217;t go far enough.</p>
","https://sciencebasedmedicine.org/homeopathic-disclosure/","163","{""tags"": [""FTC"", ""Health Canada"", ""homeopathy"", ""Natural Health Product Regulations""], ""updated_at"": ""2021-08-19T10:46:33""}","2021-08-19 08:30:01+02","2021-08-19 19:33:43.668908+02","110357664","english, medical"
"378234","5 Surprisingly Simple Ways to Lose More Weight This Year","8309","As January rolls around each year gyms around the world buzz with a massive leap in members. Weight ... <truncated>","<p>As January rolls around each year gyms around the world buzz with a massive leap in members. Weig... <truncated>","{Health}","<p>As January rolls around each year gyms around the world buzz with a massive leap in members. Weight loss books, supplements and equipment *all* spike early in the year, thanks to all those New Years resolutions. Sadly, though, by March or April, the gyms have normally returned to their former occupancy levels. Many of the [&hellip;]</p>
","https://naturalnewsblogs.com/5-surprisingly-simple-ways-lose-weight-year/","142","{""tags"": [""Losing Weight"", ""new years resolutions"", ""weight loss""], ""updated_at"": ""2015-01-14T14:18:23""}","2015-01-14 14:18:23+01","2019-09-19 15:08:02.757078+02","108676083","english, medical"
"378285","Delicious Homemade Winter Detox Blend","7630","Homemade Winter Detox
Here’s a great way to flush out some toxins and maybe shed a few of those wint... <truncated>","<h2>Homemade Winter Detox</h2>
<p>Here’s a great way to flush out some toxins and maybe shed a few o... <truncated>","{Health,""Personal Care"",""Weight Loss"",Food,Nutrition,Lifestyle,Fitness}","<p>Homemade Winter Detox Here’s a great way to flush out some toxins and maybe shed a few of those winter pounds you may have added for extra warmth!  It’s really a powerhouse for cleansing and weight loss. You can do this just once a day in the morning on an empty stomach. To really boost [&hellip;]</p>
","https://naturalnewsblogs.com/delicious-homemade-winter-detox-blend/","142","{""tags"": [""cellulite"", ""digestion"", ""grapefruit detox"", ""homemade winter detox"", ""simple detox recipe"", ""sugar scrub"", ""winter detox""], ""updated_at"": ""2015-01-27T18:57:38""}","2015-01-27 12:11:27+01","2019-09-19 15:08:54.455121+02","108676186","english, medical"
"378740","Highly Offended!","7966","Yes, I am highly offended because I am not allowed to say what I wish too. I am highly offended beca... <truncated>","<p>Yes, I am highly offended because I am not allowed to say what I wish too. I am highly offended b... <truncated>","{Health,""Mental Health"",Liberty,""Politics &amp; Government"",Constitution,""Free Speech""}","<p>Yes, I am highly offended because I am not allowed to say what I wish too. I am highly offended because I am not allow to say what I think. Why? Because others say so! Who are these others and what gives them the authority to tell me what is allow and/or what is not [&hellip;]</p>
","https://naturalnewsblogs.com/highly-offended/","142","{""tags"": [""Freedom of Belief"", ""freedom of speech"", ""government"", ""Political Correctness"", ""Zero-Tolerance""], ""updated_at"": ""2015-06-11T16:31:34""}","2015-06-11 14:49:10+02","2019-09-19 15:16:37.298267+02","108677077","english, medical"
"379391","Study shows 45% drop in Chemicals in just 3 Days of using all natural personal care items","7630","

Teen Study shows 45% drop in hormone-disrupting chemicals in just 3 days of using all natural pers... <truncated>","<div class=""post-content"">
<div class=""left-column"">
<h3>Teen Study shows 45% drop in hormone-disrup... <truncated>","{Health,""Personal Care"",Environment,Lifestyle,Chemicals}","<p>Teen Study shows 45% drop in hormone-disrupting chemicals in just 3 days of using all natural personal care items! Natural News readers are well aware of the toxic products being sold to the uniformed public and hopefully are doing a good job avoiding them for their own personal care products.  This new study conducted on [&hellip;]</p>
","https://naturalnewsblogs.com/teen-study-shows-45-drop-chemicals-just-3-days/","142","{""tags"": [""hormone-disrupting chemicals"", ""natural personal care"", ""teen study on chemicals in personal care"", ""teen study shows 45% drop"", ""toxic personal care products"", ""UC Berkeley study""], ""updated_at"": ""2016-03-14T13:51:20""}","2016-03-14 13:50:04+01","2019-09-19 15:25:41.358911+02","108677890","english, medical"
"378231","Sleep Checklist to Lead You to a Better Naturally Induced Sleep","8322","Most of us are in a habit of taking too many things too lightly, for example, sleeping. This takes r... <truncated>","<p style=""text-align: justify;"">Most of us are in a habit of taking too many things too lightly, for... <truncated>","{Health,Fitness}","<p>Most of us are in a habit of taking too many things too lightly, for example, sleeping. This takes real tool on us in most of the cases, just like this one. The 24/7 culture on the rise nowadays, has really turned sleep into more of a luxury than necessity for majority of people, which [&hellip;]</p>
","https://naturalnewsblogs.com/sleep-checklist-lead-better-naturally-induced-sleep/","142","{""tags"": [""checklist"", ""health"", ""Sleep"", ""tips""], ""updated_at"": ""2015-01-14T15:32:59""}","2015-01-14 14:04:37+01","2019-09-19 15:08:00.406098+02","108676077","english, medical"
"340158","HPV Vaccination — More Answers, More Questions","13148","George F. Sawaya, M.D., and Karen Smith-McCune, M.D., Ph.D.
N Engl J Med 2007; 356:1991-1993May 10, ... <truncated>","<h4>George F. Sawaya, M.D., and Karen Smith-McCune, M.D., Ph.D.</h4>
<p>N Engl J Med 2007; 356:1991-... <truncated>","{""Vaccine Science"",""HPV Science""}","<p>George F. Sawaya, M.D., and Karen Smith-McCune, M.D., Ph.D. N Engl J Med 2007; 356:1991-1993May 10, 2007 The availability of a “cancer vaccine” has elicited enormous enthusiasm from the medical community and the public, culminating in advocacy for mandatory vaccination against human papillomavirus (HPV) and a recommendation from the Centers for Disease Control and Prevention [&hellip;]<!-- AddThis Advanced Settings generic via filter on wp_trim_excerpt --><!-- AddThis Share Buttons generic via filter on wp_trim_excerpt --></p>
","https://sanevax.org/hpv-vaccination-more-answers-more-questions/","217","{""tags"": [""efficacy"", ""human papillomavirus vaccine""], ""updated_at"": ""2018-06-19T02:40:12""}","2011-03-28 02:27:56+02","2019-09-05 18:28:22.224526+02","108634508","english, medical"
"927798","Coronavirus Today: ‘Normality’ in 2022?","13004","Good evening. I’m Amina Khan, and it’s Thursday, Oct. 29. Here’s what’s happening with the coronavir... <truncated>","<div><p>Good evening. I&#8217;m <b>Amina Khan</b>, and it&#8217;s <b>Thursday, Oct. 29.</b> Here&#82... <truncated>","{NULL}","We may not start to feel anything like ""normal"" until 2022, Dr. Anthony Fauci says. And that’s only if a lot of us get vaccinated around mid-2021.","https://www.latimes.com/science/newsletter/2020-10-29/normal-dodgers-fauci-pope-coronavirus-today","202","{""keywords"": [""""], ""tags"": [""COVID-19 Pandemic"", ""Health section""]}","2020-10-30 04:26:19+01","2020-10-30 06:50:37.041438+01","102042360","english, medical"
"378262","VACCINE MAFIA, NO MORE, ITS TIME TO MAKE A STAND!","7964","I would like to share my recent experience about the Hitlerian Style censorship tactics employed aga... <truncated>","<p>I would like to share my recent experience about the Hitlerian Style censorship tactics employed ... <truncated>","{Health,Liberty,Vaccines,""Free Speech""}","<p>I would like to share my recent experience about the Hitlerian Style censorship tactics employed against me by The Sydney Daily Telegraph. I was reading an article titled &#8216; Australian Vaccination Network, used fear &#8216; to mislead &#8216; parents in anti-vaccination campaign, Health Care Complaints Commission finds &#8216;  After posting my first comment,  it was [&hellip;]</p>
","https://naturalnewsblogs.com/vaccine-mafia-time-make-stand/","142","{""tags"": [""freedom of speech"", ""media"", ""vaccines""], ""updated_at"": ""2015-01-21T11:06:18""}","2015-01-21 11:06:18+01","2019-09-19 15:08:29.624041+02","108676140","english, medical"
"378283","Homeopathic remedy for measles- use homeopathy to treat measles outbreak","7955","Measles, or rubeola, is caused by a virus. Homeopathic medicine has a long history of treating acute... <truncated>","<p>Measles, or rubeola, is caused by a virus. Homeopathic medicine has a long history of treating ac... <truncated>","{Health}","<p>Measles, or rubeola, is caused by a virus. Homeopathic medicine has a long history of treating acute and chronic disease. Measles outbreaks can be treated with homeopathic remedies. Use of a homeopathic remedy for measles can reduce pain and speed recover. Homeopathy has a long history of use in epidemic disease and was used successfully [&hellip;]</p>
","https://naturalnewsblogs.com/homeopathic-remedy-measles-use-homeopathy-treat-measles-outbreak/","142","{""tags"": [""Homeopathic remedy for measles- use homeopathy to treat measles outbreak"", ""measles"", ""natural remedies for measles""], ""updated_at"": ""2015-01-26T14:58:37""}","2015-01-26 14:58:37+01","2019-09-19 15:08:53.992704+02","108676182","english, medical"
"378260","The Angel Nurse and God&#8217;s Healing Tools","7936","Let me tell you about someone I consider an expert on Cancer Treatment. She had a very successful 50... <truncated>","<p>Let me tell you about someone I consider an expert on Cancer Treatment. She had a very successful... <truncated>","{Health}","<p>Let me tell you about someone I consider an expert on Cancer Treatment. She had a very successful 50 plus year record of healing cancer in thousands of patients over that time period. Rene Caisse was a Canadian nurse who was given a recipe formula of herbs from a lady that had gotten the formula [&hellip;]</p>
","https://naturalnewsblogs.com/angel-nurse-gods-healing-tools/","142","{""tags"": [""cancer"", ""cancer conventional cancer treatment chemotherapy radiation"", ""chemo"", ""essiac"", ""herbal health"", ""rene Caisse""], ""updated_at"": ""2015-01-21T10:40:39""}","2015-01-20 21:09:47+01","2019-09-19 15:08:27.100098+02","108676136","english, medical"
"378276","American Public Officially Loses Faith in CDC","7775","As 2014 came to a close, the mainstream media and CDC desperately hoped that a last resort media bla... <truncated>","<p>As 2014 came to a close, the mainstream media and CDC desperately hoped that a last resort media ... <truncated>","{Health,News,Lifestyle}","<p>As 2014 came to a close, the mainstream media and CDC desperately hoped that a last resort media blackout tactic would put to rest their well-deserved negative attention. Yet today, with 750,000,000 (on the way to one billion) #CDCwhistleblower Twitter impressions, it begs the question why this major story has not been investigated and given [&hellip;]</p>
","https://naturalnewsblogs.com/american-public-officially-loses-faith-cdc/","142","{""tags"": [""autism"", ""CDC"", ""CDC Whistle Blower"", ""Dr Andrew Wakefield"", ""Dr William Thompson"", ""flu"", ""vaccines""], ""updated_at"": ""2015-01-23T14:11:14""}","2015-01-23 14:11:14+01","2019-09-19 15:08:43.773517+02","108676168","english, medical"
"378312","Reduce Sports Fatigue with Deep Ocean Minerals","8313","Competitive athletes and people who engage in rigorous workouts and exercise often experience sorene... <truncated>","<p>Competitive athletes and people who engage in rigorous workouts and exercise often experience sor... <truncated>","{Health,Fitness}","<p>Competitive athletes and people who engage in rigorous workouts and exercise often experience soreness and fatigue after the activity. The body needs electrolytes, fluids, and certain minerals and trace elements to rebuild, replenish, and to reduce sports fatigue. Scientists have found an intriguing new source of minerals and trace elements that the body can easily metabolize [&hellip;]</p>
","https://naturalnewsblogs.com/reduce-sports-fatigue-deep-ocean-minerals/","142","{""tags"": [""exercise recovery"", ""performance boosting nutrients"", ""sports fatigue""], ""updated_at"": ""2015-02-04T11:33:06""}","2015-02-04 11:33:06+01","2019-09-19 15:09:30.754241+02","108676238","english, medical"
"378318","10 Foods That Could Worse Your Arthritis Inflammation","7794","Understanding the aspects of joint inflammation and a medical condition such as arthritis can be ove... <truncated>","<p>Understanding the aspects of joint inflammation and a medical condition such as arthritis can be ... <truncated>","{Health,""Personal Care"",Food,Nutrition,Lifestyle,Fitness}","<p>Understanding the aspects of joint inflammation and a medical condition such as arthritis can be overwhelming for those who experience painful flare-ups and stiffness in their joints. Since there are over one hundred different types of arthritis, or joint inflammation types, understanding the impact of daily dietary choices can help manage and control the severity [&hellip;]</p>
","https://naturalnewsblogs.com/10-foods-worse-arthritis-inflammation/","142","{""tags"": [""arthritis symptoms"", ""healthy foods"", ""Inflammation"", ""joint stiffness"", ""Osteoarthritis""], ""updated_at"": ""2015-02-04T11:57:41""}","2015-02-04 11:57:41+01","2019-09-19 15:09:32.244113+02","108676250","english, medical"
"424185","Does The Pill Cause Autism?","14398","This question: “What’s the cause of autism?”
– belies our attachment to an old model of medicine in ... <truncated>","<div class=""pbs-main-wrapper""><p>This question: &#8220;What&#8217;s the cause of autism?&#8221;</p>
... <truncated>","{Snippet}","<p>This question: &#8220;What&#8217;s the cause of autism?&#8221; – belies our attachment to an old model of medicine in which diseases have linear causes and one-drug remedies. In today&#8217;s health market, sickness is syndromal. It is a collection of symptoms without a single identifiable cause, and without safe or effective treatment options. It is a hamster-wheel</p>
","https://kellybroganmd.com/pill-cause-autism/","265","{""tags"": [""Autism"", ""Birth Control"", ""Inflammation"", ""Oral Contraceptives"", ""Pregnancy"", ""The Pill""], ""updated_at"": ""2015-06-30T17:50:14""}","2014-12-16 12:00:39+01","2019-10-02 20:36:39.834437+02","108720190","english, medical"
"935865","Trump&#8217;s immigration order ensnares Cleveland Clinic &amp; a call for accountability in human trials ","8677","On Call for January 30, 2017... <truncated>","<p><a title=""On Call for January 30, 2017"" href=""http://us11.campaign-archive2.com/?u=f8609630ae2066... <truncated>","{""On Call""}","<p>Welcome to On Call, your guide to the rapidly shifting world of hospitals and health care.</p>
","https://www.statnews.com/2017/01/30/trumps-immigration-order-ensnares-cleveland-clinic-a-call-for-accountability-in-human-trials/","165","{""tags"": [], ""updated_at"": ""2017-02-16T11:08:47""}","2017-01-30 05:30:00+01","2020-11-07 01:41:54.549484+01","102051358","english, medical"
"378291","Sleep Smarter, Not Longer","8310","You’ve heard all your life that you should sleep eight hours a night- but do you really want (or nee... <truncated>","<p>You’ve heard all your life that you should sleep eight hours a night- but do you really want (or ... <truncated>","{Health,""Mental Health""}","<p>You’ve heard all your life that you should sleep eight hours a night- but do you really want (or need) to spend a third of your life sleeping? Some people believe that by following certain sleep schedules, you can sleep smarter rather than rely on a set amount of hours each night. There are four [&hellip;]</p>
","https://naturalnewsblogs.com/sleep-smarter-longer/","142","{""tags"": [], ""updated_at"": ""2015-01-29T12:58:06""}","2015-01-29 12:57:11+01","2019-09-19 15:09:03.87697+02","108676199","english, medical"
"378304","Improve your gut and improve your health","8157","Everywhere you look, everywhere you read, there are countless advertisements for internal health imp... <truncated>","<p>Everywhere you look, everywhere you read, there are countless advertisements for internal health ... <truncated>","{Health}","<p>Everywhere you look, everywhere you read, there are countless advertisements for internal health improvements. To fix your bloating or your irritable bowel syndrome or your constipation, or your heartburn or your acid reflux or the countless other problems with you gut and your digestive system, take Mylanta or Maalox or Reglan, or Nexium, or Omeprazole, [&hellip;]</p>
","https://naturalnewsblogs.com/improve-gut-improve-health/","142","{""tags"": [""Gut Health"", ""improve health"", ""Improve your gut and improve your health""], ""updated_at"": ""2015-02-02T18:25:04""}","2015-02-02 10:31:55+01","2019-09-19 15:09:15.388732+02","108676224","english, medical"
"378296","Five Essential Nutrients You Should Be Supplementing","7676","Guest post by Colin of Raw Revelations Superfoods
With so many choices of vitamins and supplements o... <truncated>","<p><em>Guest post by Colin of <a href=""http://www.rrsuperfoods.com/"" target=""_blank"" rel=""nofollow"" ... <truncated>","{Health,""Holistic Medicine"",""Mental Health"",Nutrition,Food,""Herbal Medicine"",Medicine}","<p>Guest post by Colin of Raw Revelations Superfoods With so many choices of vitamins and supplements on the market, and so many choices out there, I am going to present my take of the top five nutrient essentials. I have had the opportunity to work directly with my community and experience which nutrients really made [&hellip;]</p>
","https://naturalnewsblogs.com/five-essential-nutrients-supplementing/","142","{""tags"": [""iodine"", ""magnesium"", ""MSM"", ""nutrients"", ""omega-3"", ""supplements"", ""vitamin d""], ""updated_at"": ""2015-01-29T16:53:17""}","2015-01-29 14:44:03+01","2019-09-19 15:09:04.847021+02","108676208","english, medical"
"378280","Detoxification:  A Gentle Cleansing  Regimen","7988"," 
The word detoxification can be scary. When I first heard this phase in the context of a tool for w... <truncated>","<p>&nbsp;</p>
<p>The word detoxification can be scary. When I first heard this phase in the context ... <truncated>","{Health}","<p>&nbsp; The word detoxification can be scary. When I first heard this phase in the context of a tool for wellness and good heath, I immediately thought of someone going through a drug rehab program, not rejuvenating and cleansing the body. Actually, I came to find out that our bodies attempt to detoxify constantly. When [&hellip;]</p>
","https://naturalnewsblogs.com/detoxification-gentle-cleansing-regimen/","142","{""tags"": [""Detoxification: A Gentle Cleansing Regimen"", ""Toxins"", ""weight gain""], ""updated_at"": ""2015-01-26T14:22:51""}","2015-01-26 14:22:51+01","2019-09-19 15:08:48.810054+02","108676176","english, medical"
"378340","Healthful and Delicious Elderberry Liqueur","8328","The curative properties of elderberry have been well documented since Ancient Greek and Roman physic... <truncated>","<p>The curative properties of elderberry have been well documented since Ancient Greek and Roman phy... <truncated>","{Health}","<p>The curative properties of elderberry have been well documented since Ancient Greek and Roman physicians wrote of its abilities to kill viruses and bacteria. But elderberry is also a delicious ingredient, and has been used to make everything from elderberry liqueur to elderberry pies and preserves. Given today’s interest in natural medicines and the resurgence [&hellip;]</p>
","https://naturalnewsblogs.com/healthful-delicious-elderberry-liqueur/","142","{""tags"": [""BerryPharma"", ""elderberry liqueur"", ""healthy remedies""], ""updated_at"": ""2015-02-09T18:11:57""}","2015-02-09 18:11:57+01","2019-09-19 15:09:56.670245+02","108676294","english, medical"
"378325","The 3 P&#8217;s for Smarter Kids","8331","The 3 P’s for Smarter Kids
If you are looking to shape your kids up to be the next Einstein, we have... <truncated>","<p>The 3 P’s for Smarter Kids</p>
<p>If you are looking to shape your kids up to be the next Einstei... <truncated>","{Health}","<p>The 3 P’s for Smarter Kids If you are looking to shape your kids up to be the next Einstein, we have a three activities that will be a sure fire route to success. By setting up engaging and fun learning activities you, can help promote academic achievement in young children, early in their development. [&hellip;]</p>
","https://naturalnewsblogs.com/3-ps-smarter-kids/","142","{""tags"": [""brain games"", ""child brain"", ""puzzle""], ""updated_at"": ""2015-02-05T12:32:45""}","2015-02-05 12:32:45+01","2019-09-19 15:09:38.531645+02","108676264","english, medical"
"798726","Manufacturers Have Started Adding a DEADLY Ingredient To Some Peanut Butter","12555","Most dog lovers have had to give medications to their dog. Sometimes the meds are flavored and appea... <truncated>","<p><strong>Most dog lovers have had to give medications to their dog. Sometimes the meds are flavore... <truncated>","{Animals,Pets}","<p>Most dog lovers have had to give medications to their dog. Sometimes the meds are flavored and appealing and sometimes they aren’t. Many dog owners and vets alike have hidden pills in peanut butter. Peanut butter is excellent camouflage to hide bitterness and is very popular among dogs. Recently, certain food manufacturers have started to [&hellip;]</p>
","https://www.healthnutnews.com/manufacturers-have-started-adding-a-deadly-ingredient-to-some-peanut-butter/","176","{""tags"": [""dogs"", ""Peanut butter"", ""pets"", ""xylitol""], ""updated_at"": ""2020-03-06T17:03:28""}","2020-03-06 17:03:28+01","2020-03-07 10:08:18.826198+01","101904157","english, medical"
